sa-hash,a-hash,artist,song,count
5d69d49d864d8a2e496d145cb3a76ed78db4ae40b62dbfc7db3758510cc9aa95,a80e71f94b59806d7f157472593e6960ae88ffbeb12d62064ceb621fa8a87fba,"J. Geils Band",Centrefold,6
d3eb9a9651d62bb519e688acacf79eafe201c24b521e8dbd21aac18989c5130d,89ad169375225460142d035871797ffec9f286d430507bf119c6aace4654a7fa,"Krista Siegfrids","Can you see me?",31
c1c7bca27ceef546201db790cb47f572e62bb1e100e44a57fec3cfb21b395ebe,95dbe4478427f4721e14ed15de06bc4df50e0c95008947ce8d479dc1f74a3810,"Tomas Ledin","Sommaren är kort (Version 2000)",11
e980ebd22935aede92ca4cbce16cedcfb2bdf4eeff53598fe5caf74504579f00,59d02546b7fc83afe60a738c6734a56ac14846f86e3e174ed7cdd294763e0e74,Paradisio,Bailando,17
4239c201635feac260c83783f7ad0120ad62e99a32a849aa7b46dc71c70c0929,819963c7a0615d53b5c8c8ba88f0b2736a33943f2ebf39da1b26393fc74933b0,"Maja Gullstrand","La la la love",5
d2000a5fcb910bf33c30cd7c1582c196e525a832ba1e4a4082f3e509b9b4f9a5,bc5b4b89d427e6b62b628a7652acb79bb7d37e93c81cd63be31be6a548d2a003,Abba,"Does your mother know",24
0954eba82368a432d2bab2c250069a9ba381547a6b5b548e6c281708060898ba,5c5aefb473745c2799a579b8a0790024732eba6be6451d0722434b817773b96b,"Norlie & Kkv","Där jag hänger min hatt",41
ce1218ebab96d52a2ee18746b4cc5b60d6afe7912f64e17be768efc8f4ac874d,03b5295ed34a406ee41d37061b2dbc77f377014217540cd159128b324dea8df4,Ec,"You don't know what you've got",14
c7b856ea2b7e0d6ee30d9be178b006b3cdade7fe0e19a591c2b24b79fc6b85d0,ab7498bb217cb08ab5b51e9bf4d099646310f79aedd1ee76cafb667773e829b6,"John Mellencamp","Small town",6
e19ed77da36a13e1363fc17aecde0bf55eb9b8f5a261eb18638380e73b8e89ab,d96d14f5564eeb355178395b04cdb970c3dc8d01f54d1b7adf0288820457899c,Kent,"Tänd på",13
6014d1fbac24679c3d485e944678549c41e0165f66e965784bd951bf012faeff,f596f8908a31f2d7fa55f4c6df44cc0b24ae13a506f32f74f5ff02277a9755f2,"Meredith Brooks",Bitch,21
49150899f38eac66e49707bedda524b7d75fe4c30feda01d6509d2cc7a54ce52,7ab101a36a5d798db743e371883340e23af3c009a7b9f8c95908e6d44c8d366d,"Bee Gees",Tragedy,21
c9f20a37104da0cb32d7a3224e2ddcfda7ce087f54c3b271b4bbf3b68aefe2f4,4f05fe2f599efea8153ae4538549157d3170a16c42afecd4b19e3faf10dc6349,"Linda Bengtzing","Hur svårt kan det va?",20
f23abc07d31593081574a82ea02d243b4cb913168dfdbc7a2a71501516b2ce28,3f71d51cadbc47e5d722a0b5a9b6e0e02e6ee763bdf08fac2af157e82e8dbe93,"Owl City",Fireflies,16
7c13ecc816fda638ac2d041ac562ac7106bdfc601ada44dea97724062c153322,4c385702ac5354a28cf8d4aff5e18fd5390b68d0e879d4e010cbe3aa19433e3d,"Spice Girls",Stop,15
fa62b5a487955575f8644ebf2370c0f864cd29b115ec72b274dc827a6f4c8ef9,da3baaf5840b0ec15f04c999c73dc18354a7fa8a7f934cc45068ea7954a2f378,Redrama,Clouds,20
060e335f313d55e4239731efb19ae010543e1d18f7e11415d0fe19cf8333bec1,82f297b634c27289a71809060218ace5ad41c52c47f33b6629a56fa6e7311c11,"Tanita Tikaram","Tvist in my sobriety",6
5ee05977c398eb85b5415b52af3f098138a1b07ed50f0e7286e30ba347845e71,76dabe8e355dd051fcc48c79501f61458c9204319bfcb2919bb902308d981b9b,"Bo Kaspers Orkester","En jävel i mitt öra",10
194afaf45d4462a78710c333f0b8b02a98b5356af8132f65b948430a9bcb028e,450c1ce42fc2ed1e27ab1b8baa35ec98419299191bb6dc3152297fbb175601b6,"Sash! & Tina Cousins","Mysterious times",27
c300b3d30a0abef738cb425070af407fd77922918946bd7f0314f3251628c184,54b41964f4005057a8976e77522aa10fe38f1b1ddd06d96945ac77871745215e,"Rod Stewart","Tonight's the night",9
72ef90035b688f99a33b08327e17f5f079c810c49f906aa0667414cd6191ea7f,bd58d6258a461112dcce2e43729bbefccec7f1bf3820e4a5c4ec811b7acab96e,Daughtry,"Start of something good",13
6ef89436132329071cb3821c47714eaa8ee9f884d699c2219adaebcf64fa1836,914af5cb1d8bc7e77f5ecfd089f51dfa70bd446b5b3058537595c430af6a62e8,Brainstorm,"Weekends are not my happy days",5
05021dd90aab8ae29c8a7bb3ff67851f95048cdeb1ca411153e54e3bb207e799,9fb4c0ae8fda472506b7bb8fbfe297300a8e38544d254b42cfe8c9d7e9fd1abb,"Status Quo","Wild side of life",5
c4c60a4db6c1c615caf3583e995db58deed88b87836127872d80ea8ba3281b98,000098a0c8c1e9ee5b4362f304f1dd38bc96f6951d92a517b3c596d11317cfb8,"Don Mclean","American pie",13
b2aea7a426d2d01677ce6dce7b78cbf8ee1e1698a3e6b6d0e731d16150e3e576,edd2fd76253bef2ff3cb321e5db92c091a5ca8282d6f8f39480df26eae6d7e47,"Anne Vada",Havet,10
8b1db2393e84c38a0c6883d56c3e9093965c982874f7fa0ff996bd37c741c857,8fba38f1839a0e412e889a63d39ec9c7508368792cd90b1ae2f59f17b36e80cf,"The Band Perry","If I die young",17
91a6ec9e6d48b644377835e169f2b0c6766fa5682ba7bf6806fbb51973f77779,939e42330525b60d484d3654b3fa3fd3ec1504883c4245123751c1737332119b,"Jim & The Beatmakers","My only one",3
2619e6a9656f4d3aabd8b2ea20327863c64fb366540f73cb31371cc18bb95516,80d2d659a188b97a71fc62b6f845385a1c8103c86b44f3c15cd3760c595e2810,"Ami Aspelund","Fågel blå",8
936ef9ef76db2690f572be2fd41be627b5df57eb35fc35cdf02ef95d070d608b,4d477b4b50eabbd60a9cb13905cdb734486b58ca9b6beb488b9e1d848469b98c,"Flying Pickets","Only You",7
26b7a8ffdd1890a3b532e662cdcc2ac520a01ec2d4c4d58e9eb6de90e4b9cad0,b78354ba3a7fedd8af94f7f7937792054b6a7e030dd8c4c16f84c69adaba64a7,"Svenska Lyxorkestern & Louise Hoffsten","En underbar tid",7
9f1da7a7da1acdead540f7501b756131dd766c71559813a2f55927e1bfa669a9,f3f53a0c92b9ead3467fd9061abb3f5b4cb6b9d3992c961ed9bd6ee0d965e488,"Marc Cohn","Walking in Memphis",5
3bf67c86d5f7a8e3e72f5b48f36626746f3fe519765f9e8b9ec64bf55b721365,3ffa226d9506cfc628bb2edd645072967d6323b950038f83534f2ae381ae5c86,"Lionel Richie","Dancing on the ceiling",19
2d3bf4f95d9c85e86c2434d54dec7f2a19c10b6e880cccde652c062c39b3b171,4de1d1e90dfad775e9c3ea24d0b4f3e2eb95c263a983ded829e1e2e49a488ea5,"Anders Glenmark",Greyhoundbus,22
25bdbce474ff95e7bd7020c1ff3b0ef26fdee3e5d6ec82adaf0f55e2f72c99c5,588c1cc8e4c8fa407c203639484fe4272ee7e16fd5b64ec1f512b46afd45adf7,"Veronica Maggio","Gammal sång",12
1fd528c72e83990af62070927661e1f6855c0d2fbb0727e79a9d52928cb9b1ff,327cbb9534bf69629b90b28bcacdd3cc6d9d06d2129a61e859f7abadcb10f4d0,"Robbie Williams","A man for all seasons",15
7963c9a74da0e6ebde2f8ad9dcde1630bca73f2d77df4a05de675041df0d3d7f,3f7dda12cbd3eb5d8e7f665ec9baa3d0eab66d293a399ea06e2e2750e258e716,"Eliza Doolittle","Pack up",34
66976f49cf891c6d7bfa7c917a348cac2e8946eddb1d2e579b57141b1d3c292c,da3baaf5840b0ec15f04c999c73dc18354a7fa8a7f934cc45068ea7954a2f378,Redrama,Du,27
a3bef41053cb8354b021198ce67b9824d56d137e80f09cefc65c9b176e126d33,2b6bf96655174f5bf67ed2da693ccb848ebb14e91f329397b1b50b69ff01b18a,"Ace Of Base","Cruel summer",9
fac5821144b443d1a09469784fbdf0de9f6d5b583ccd0dd34fea78cec1a6cb36,301b4b62c4bc808edc50bc3029e23af8f637f10c5b674e61b4b46238ae4f2d80,"Pappas Eget Band","Sand mellan tårna",6
6973955a8aed6e037b9ea34e87c3e1fa0cedbc06afa6cb6273595611d54f6b26,0d8d993f41f2061f94e5493244227fe7cc08d360cf18a43115e277e7b3562913,"Tina Turner","What's love got to do with it",15
969226a4d68a22560b37797247bb199da9e3df0a34a9d42a84a25e58f1ef3d72,3504ad51b5ca8d34fdd6e721ba7ab39e35fb708dd781e2e32f4c5d333f148cf0,"Nina Lassander","Fast för dig",19
a8d34cff8485e6e1dbaf0f034ee32ea20750d09141c10abc9c5a03530c3f43f1,7345e4d2e2637d352808e59e8bb6d9e0bb01cf59064b56f26c2c6d16de02362b,"Orchestral Manoeuvres In The Dark (omd)","Enola Gay",10
e603c863edee3ea42e2252ee0771d7fa9a221c866d79cd2ce8e0e76dec9a87c9,207c866a324476cab028f44d90c8f732b451b7a5aa0c4eb6bc17866cbc1a7f99,"Carola Häggkvist","Fångad av en stormvind",34
32f379f0480c05cacf1f0302e50cd05a613005926459467c9f4baac7d5dfe9d0,2f88ae2a5dc6f807e58ddd82acb9825b9dee0af87ad1a393700d51672519b4a4,"Michael Jackson",Thriller,12
fd765d718ce1f0658210802329d478ebc28ceb263aac1b0149dc30f9d0d6f58d,f9373af7c85452685292ff32822042233642d2c1af7bb440c6ffe4ca2826dbef,"Carly Rae Jepsen","Call Me Maybe",23
ed4641eec2feb1545c0f77958befd9b35a9ce72244cf9d65f15d282a3eb3b877,5b58b5950eb99c2b095af6e06595545ceafba9d0a3a3456b32b0b5ff64d9b816,"Östen Warnerbring",Sommarvind,4
4931bb0dff59dbd632c08403188644ca49569008b29ed2eee7b55eb8ec286f75,ee7d0d1d8c31f7f5949d099e071fe1c53baac4a3222089cf83f289d1a652037d,"Pet Shop Boys","Always on my mind",23
7b92a53ceb3c64fe37893a58b7038eee59310fcec057b08db919f328ec7f94ab,7dc9207b950f0e90db9ec424788a91497d889764ce4796ae5c40699249a22181,"Torsten Borg","Did you know it all along?",2
49b7f749a713c3d252617e45d7e39653f314cf6b61c6db17c8b49cfbe7e94246,43510a8500f253bcf31e839a2fd7debe1eaa5b892b64c3f7ac6cb46fd40a7cad,"Mikael Rickfors","Du vinner över mig!",26
54c1399b38f50a143393b36f263f15304df447fbe998f6165e9573841cb1588b,0bd9dc8503b06c5f7ec9cd6945df0098860066186cccfe4667123a99851217f3,"Paloma Faith","30 minute love affair",9
ce1a712ee43f2c2b8d488451933e31de81a3378d73fa4a2cacabc8f2d1888b08,31724091b72ac3daf3270737d28a27c4ce2bdcab589dc50a1bd612cbd0fa81d9,"Chris Isaak","Wicked game",27
d888e0934833b7971e4f6e293b6cd37cf06ee59a19e7722a4c999bc436b0cc9f,64c9e20ff2a4a123dc09bf3a9422d3620966291f78751019de765b3d327b031b,Coldplay,"Viva la vida",19
1c08d9de164d843ed68a8a4fa95235ffd3ac06f3bf5236e0b3c6bc32919831ed,f7b67aa83cead81d54ffffe8ca71e68d2b8fe7130fa9af56e7391779e747dcb4,"Belinda Carlisle","Heaven is a place on Earth",21
65935c57aa119550d3c940aa0452c1982696fc901c3bd7e32d21708e7556c271,770af9d180375fa9c3d29a50c124a04f538b277e1ed94ec20be8e244820d6534,Heart,"All I wanna do is make love to you",19
2725368e598362f3e577a17815201168c45e3cf8693926ec62a36052e8486d83,fd4e949dfcda316cbce0f3168e42e737f0234bbd1526e6c63e642470d17e6897,"Ricky Martin","Livin' la vida loca",32
072695666d1b4dc6d4c86201f4f569b57eb051651f366b9e8b104ab108b4b82f,3277435c0a758f9c08e7b959c7c860985850860c8a9034bd2cb847bf9cfe31e2,Shanice,"I love your smile",11
5fea2b63f4ab046f5b5e43eef8703c2790ae81a5278795ef46ab88c3d73327ff,ddbcda0165ab3a3aef4a357539efe22e201798f9212ff02d2fa42b260419a834,Whitesnake,"Here I go again",15
dce580d2cf83116017b09846ced904075544df1436514947925872556bf4ca2c,9af513dd794379f9a58c0cde738a45bd4936141fe3113ee4f0f378c6354d3d0a,"Dwight Yoakam","A thousand miles from nowhere",8
606660e0d4dab87a806853b739af67627dce17b85103422464699958a3fd23da,141f0e7f68820f2a90628a643d665df08ca23c1ca736f0857c658332e99c4182,"Tom Gardberg",Havssång,5
78ff0ea019bde2504ec58baaf99d0515bbe68eb251cb18b96287785514718e5b,214e8dc376610d5ba21c510beb6ed742f5f8f5acbf1d3bd79fe423d2544fefd3,"Cajsa-stina Åkerström",Sommarlåt,5
3768c02821c5a98b73d35ba2ce32e34e2968f990ea99b71c9750e4bd0788bd06,716838acb86f97a59d506a5538f3b55cd33c9da4050eda69fd31866489e39a49,"Robert ""robban"" Broberg",Vatten,4
012135b402f72b3a8c40db49c31c5d4d00b9ea045436d4664d94bf0caf84a05a,ae20a729b6f3fcdfb18802763b0ae8e76bd5dfa7681d4bfe006f51863d3b8c53,"Gyllene Tider","Tuffa tider",12
0d6e3aefee74c3c1c62d11be8a2ebf3be81fedfbcd501ea18e2d2cf84c849547,199e3918a2a0cdc793232299a9e8ed81d7918381fcf0bf4e89e06faf0a45766f,Madonna,"Into the groove",8
3cfa39f1a13c0aaa994107f83850aedf7ea7290934c813c44c07cef0a5756523,21295f1b67b99de4ede64081b93192d5b53f12081a704955022aaee117cbf59f,Stylistics,"Can't give you anything (but my love)",6
569b76f935573507600a768683c89df362c5fe7d0f7c99165b27149b881b10f7,efa5c429e09ce2ca53cdb759e1659e2bf8e05f62ba61701cd590aee5c034a8e6,"Bruno Mars","The Lazy song",23
4147e3de00ed5b056f33937e9169276431e26e7221a1273a60f5b74b7431140b,6126483eeba27c2d685b1a9a19f226d45798527584c4510597f028b38c28de75,"Cliff Richard","On the beach",3
4578f9f27590b5df53140f6db18f517217aa76668d53baf341b43bb1af472741,6126483eeba27c2d685b1a9a19f226d45798527584c4510597f028b38c28de75,"Cliff Richard","We don't talk anymore",19
b22682205080cd1f45e5e1c09c79192bf6c2942c6d4a5bc63a42cf6c66902976,4be5315c00fedd738801585d5272ff1b56717f07b3fd7cddb7d345d18a68ea4d,Blondie,"Call me",21
9f08c15660c6cef30b42c0d74cf469a1d87bd3571291897dccc338502d0e7d8e,c65d8ff13add8516b4094747136c7ec258ca22f4ce208b553b4ffdfd7296085e,"Fredrik Swahn & Regina Lund","Mycket mer",16
31b6c03adad1d3feba8f4acc012d658a47e0b8f6ce575b95e6a0efffb13f101a,e6652ba9098a2630330883b658b5741ea48b7478afd68eb5e2732dcc3c43faa6,"Alison Moyet","Is this love",10
c4fce87d2d2da64d0996b0d78be290f0867001a18b44cfcc9ee66f4349a4a6ab,bacf2587fd23cc3608869b890405ee6a9c98ae6f2a3b1b57fcf8ed66e2893918,"Zz Top","Gimme all your lovin",16
183a3bed4084444e62227e5deb5edc5e1beadcd78828d720ff45ebc62b6e68da,82b361a6ac186691802bfa6298795902e0837a75daf2811e5372ab86834c103f,Värmlandspojkarna,Sommarminnen,6
edd2430554083438a9a22b91a6e3dfb8b4b9a6d2e270e0ab07696d3f30b5f168,d74206c230ec66aaa14c25db8d3cd6b86b7e0fe1568b3dc6df6a799440adf967,Robyn,"Call your girlfriend",33
32f27a2b50dd4477e7bee8ca7a950a1507fd60668177886e9c21d17d9edfb404,8a94854c3b21272339c994ccf9046cd3482f6a4b91facb48aaf3c7dff4a9f5da,"The Knack","My Sharona",26
cb2216b2487f3d4e2ac4b6b622f3e1b736a7fdb822f5b8872339841cc90fb8df,3343d7b6cc458ac2f7aa9e78c4176cd17604c1428a744edbb2bc319b9dd2db74,"Peter Lundblad",Kom,7
955d26192715d4885100a10b0b1ae1f0662ac4bba824cb0d4d1cc3df968a0b83,67e17f3c5939961d28ef44b93aec89841bf564a8b31e4d4fac07deff08107d08,"Idde Schultz","Fiskarna i havet",29
9ac8f22adab831f1c44ffe80b81d05de5c5de54273c0bc9bf87f0c6d5750bf57,327cbb9534bf69629b90b28bcacdd3cc6d9d06d2129a61e859f7abadcb10f4d0,"Robbie Williams",Candy,13
995aae3c1a7c29c836366a6460103769468d87626fc8bcd7b3c25ecb526bc14e,d6b3b7b28ab85eae926b19a0e7f57ca8ab1f3d200c9fc85f0e83cf552923018d,"Pernilla Andersson",Judy,15
e85f4e381e569870b09b207a2fe92aa0bd0f59db0deec029ef1ae2d6180923f3,9345a35a6fdf174dff7219282a3ae4879790dbb785c70f6fff91e32fafd66eab,James,"Sit down",12
f56a7258f4e93c999a41e595553e46fb1e7b1c8a497341b12edf87662e58b6c1,199e3918a2a0cdc793232299a9e8ed81d7918381fcf0bf4e89e06faf0a45766f,Madonna,Cherish,6
2ab15366e8ddef5798432afe373fe7b521b6cdab1cc7c04f8ca067859700df92,4aed6988cc080dfc3f4f5fa63fda1ffe9598a19ebea772ce783f9d8ff6546c3d,"Timoteij & Alexander Rybak","Vända med vinden",21
6822b28eed0058c6a019345e61e63619395deae11bd50c5bf715bea6eed7a166,81ddc8d248b2dccdd3fdd5e84f0cad62b08f2d10b57f9a831c13451e5c5c80a5,Genesis,"I can't dance",8
43d126423f9b74759deeee5e1a68781fe094057eb73e4e367a0b36a70a8b23c6,984a00102c02b59babc272871bde7a2ad791d50932b06a3932ed85779b88b4b5,"David Bowie","Rebel rebel",12
941641f34802ed6f5c7e020e638eb10da06cb3ab43235f62088883b1c36ba78f,2b6f10a47f04efd32c0d1044a8a18c8e08f3776f3138996ff18f76ed27a8d99a,"Ulf Lundell","Rom i regnet",8
faaf9ac0ae9f68dde80814eeb41c4093e1bc360cdca556b60064925368f2f969,4222c1535a9aa21baacd9df235b2853ac806ee3ad9bf8cc8169f1db4f0d40b72,"Patrick Wolf",House,5
17139777a7835f77ad2c1eae1f188a79bfa07e18f9e9341843004e2c266be9ba,95877dbfa0f4eb2054ffc6628116455d523a3e9d73bea3eb16f0df6d6acd2cb6,"Cody Simpson","Summertime of our lives",15
15cdaebfb1ccf6fccabf69fc1e834e37078e874eb9c6c3c4e617fb4ae00a1115,221d81cb8764e8441b7e6d34a02c82d63301b9d4a6121ef0fa515e08502044f2,"Gene Pitney","Something's Gotten Hold Of My Heart",2
4f96c0b87be21e312e21e314d26dfc740d5cea661c47c7e8ebb39de303f9663b,67c876e54a4c7c81bb9ff6ba077112671675966bfb16d9e8a62c4696164e7f33,"Billy Joel","Piano man",10
9f25b69ad32d016d762d782f1fd63bfa4e8fef417395486bd21f026a1e99ae64,d90c3738bcbf3dc3da37741bde7018d5b96df194faf39e9a6e9490f61ce29824,"Sara Varga","Hur gör vi nu",3
7d3eaea3e84041a85deb7424111b9647aa509e039907c1941786aabab79ba656,65ec53f302c861b16d31d88184faa6a18e6bf105fabb3377df65222c98c3aa13,"Fredrik Furu","Dagar och nätter",29
49322c14e06803e80a35c0e7a1668ed0fd0899b9c0bbc537f60886315e493e8c,11329d1f36ca30c76292863bdbcba9f0002b03f3706b8a792fc432bb3c6c33c8,"Lasse Berghagen","Sommaren kom i en blåmålad eka",7
9620795ce5b82614d16130d9169c3e4b9af75a0b81e8fb44cc2b15b1203145f6,fc99a0eef7da5346879bce3a366e4905ed50e8ab3b0fa5576a70a000bd2520c0,"Cajsa-stina Åkerström & Åsa Jinder","Av längtan till dig",14
915963a8035874eebd3273e4067fd8c84744ebd4fbb8f9a89231bb138a5ec15f,aac72552721e1a8d2b2d963b4dcc3c088f24317356b7b937e1c0acb12594dbe7,"Rolling Stones","Honky Tonk Women",8
39f5fa63ecf7a9831e6d230993332110d391728197366a5e0f83989a69d71a14,4be5315c00fedd738801585d5272ff1b56717f07b3fd7cddb7d345d18a68ea4d,Blondie,Maria,29
dafdeca43a3dc357d303c9a618e5928285283fdd0736059f4b475bf87e893fca,53682acb659d1e8d5efbb93f053624aa753bc240c4111280a1f652ac4bb5c7a8,"Elvis Presley","Suspicious minds (live-version)",2
15bf4bcdb4f5e9b2ed4cf49dad7d6b388639b365e72a66b4e715da46209cb826,0c4f071433b2aeb854776139e02753074490b40a35be48d3310d413d1c4f5aa0,"Staffan Hellstrand","Stackars, stackars mej",29
d53fe650786c9438475fe0c3821cdaa96142fabfb203d62e8f471d934c574a90,eda9de943d2fb57dd6e9f6b7ab431eca8e9e0428cc158e40bacc8894da632324,Overlanders,Michelle,4
564d2b3d5a19c7190315dff113e0ffc26fb2f1c4a51ed2578c729dd98f829088,5a0e9b2c875d935284ffde2635a709698e329cd3a6c45cebca271b2016bc292e,"Milla's Mirakel","Rytmen av ett regn",17
473b7783a9c4053f4427a9ceb47f741f5f2a42f0ae5640949bb53df8d95845d3,b228b313f54dd90f9ef66b5da9d7967abd3d55312d7a0c2a41f96895127c2ecf,"The Baseballs",Umbrella,7
9916a9a7047e2b83db6410ac2a9c33827f5e3ec48dd52ab75d5ce2b21378ab33,3434f658869ac53d9df7a33ce91443f1ebd18becee85d94b69f8176626ba83e2,Hurriganes,"Honey I'm leaving",5
d3bd09547864da688441cc3e3abb1e422c00bf55d5738694043cda69e9872863,05c75045fd8099c4ef68f5eb2bc668a0f939e97d3f528fa403fc99a1a91b8081,"Nisse Hellberg","Liten blå syster",12
8fc5e4bb565f57cd4bdee2ff84a0ed48d6189f1f565d7fd7a756e1a462035da4,1f989f731d5bcf99c328f0c8900ac7fbe26f5d22b3629611adaef610c546f1f3,Ainbusk,"Älska mej",17
321316ad744942a02a76ce44d5f194540a1c427b2a8a3f3fc954bc64861e765e,d08425b2d89bc3c44f3c84799bf6cc2a283dbe028a196ae70bc4e8f7a1d1d828,"Counting Crows","Big Yellow Taxi",13
a0ebca94294e9e269ba5d6efefd29f8c092a0a01005e182978d23846dce07f5b,36e79e5a83b38ea4077db66193ed59e983dfa2949b18f885c2c0589ddf6335ea,"Gary Lewis & The Playboys","Save your heart for me",12
2f8fd82a7756112dbed21d29483e5029e87a56243d29483ccc355cacaf758d83,54b41964f4005057a8976e77522aa10fe38f1b1ddd06d96945ac77871745215e,"Rod Stewart","Baby Jane",17
58d3f517e9abff9487e0cbede911904ada276f39f88e8f76e67cfa3c2b174279,4a0eb08244dd3fa87e9e31544eded8f426e41f39bc5958a076bd4f416370acc7,"Popkalaset Allstars","Mörka shades igen",13
2a3794aabd84a4b9b15253a6fda834bb2aebf3419e5b46b3c19da781ac624dcb,c2d4913d8ef080d76d32d2def25d6a58cff39216c2fe708393d09c27992e27e8,Rihanna,"Hate that I love you",9
a42e205c028ec58bc65c991cc34c86c476901f0f9bdb3fa3c9289bedc3515c7f,116692fe957cc37cd58f43d77771b3ad4f4ffe4d461c0e169baad47ea7fbd3c2,"Bruce Springsteen","Born to run",22
0a5874971012ab885ef3c8241f65497f61153458d70cf46f955b7c7fe09a5cb7,2f88ae2a5dc6f807e58ddd82acb9825b9dee0af87ad1a393700d51672519b4a4,"Michael Jackson","Don't stop 'til you get enough",29
45f9568c445bc5a3bf25eccc579fe1c2d0fc8992dd15f3e9d25c91425f68ac61,76dabe8e355dd051fcc48c79501f61458c9204319bfcb2919bb902308d981b9b,"Bo Kaspers Orkester",Morgonfågel,6
e9a0e2da9dbe0ae1edd7c05e94fa91a7b85ddee7f5cb128782750f1dd0e8dc4b,70f36f2b92300835e15161338bd706f9d96bce1a0ea1c53042ad5eef30de4c23,"Terence Trent D'arby","Sign Your Name",10
40c7b03e5807b87399498cd4f2fcf09b1dd9b34f33232e4e7665611c6fa7a606,2b37d69d7b5cb4c1e7b3cc04dc2f41936b15f6ad04e93393f1b7343e98941f64,"Katy Perry","Last Friday night",15
99206603811bdb83ac85b5c903f413e9f5bb80efe31c595549c8b97b7cda0236,eb122ec5bd17c5b067e0cb4768cf71f34bee2c8a6ff52e701825dc149e323260,"Elvis Costello","Good year for the roses",8
455ad8b53ab246b7536d0c7fe073596957a73475fd33fa969bb78e22c99cc50a,84236382fd7aba41777f028b8a4fdd5d06817772bcc955b9d2d97399ba0e9940,"Nanne Grönvall","Om du var min",18
398d72989ee6b64209afad0588d4f754faa23818f5fb29fbe635efe733d4dac2,2b6bf96655174f5bf67ed2da693ccb848ebb14e91f329397b1b50b69ff01b18a,"Ace Of Base","Always have, always will",14
226458d0e482b20b3ce90a52d94e582a28933b1c3373c8275458d6f2b18cf496,cb0f154b722b18900053e273a0d2c6fc62f8532fc411d252ba7a7f04ccf5c319,"Kc & The Sunshine Band","Boogie shoes",10
ae7552ad5ee73058188101c5b486c5c5801d99386030ace32a62419474f1d559,cd167e3b19f4ad83c3ef2c323c55df025c648a407db273f1f9ad113df7b8519e,"Shania Twain","That don't impress me much",26
1d76c0e86323d3cf15ccd3e1d1c2827224e7b2cb28baea13593539fc1ef41c6f,ab405c7f5b53b29ef204e3ce75b876a06675b798204459a6a8829f19b8037d44,10cc,"Rubber bullets",3
0ebbe584ea42d774a8f9f06ae56cc5811cf5fbd40639e2c22a904d546218a827,0bf18fd271f7a7d9f4c52373a642986722acedcd9e03ef383a765994c8e83910,"Lana Del Rey","Summertime sadness",19
314dc45f130adec1a3d173f6a87d88b049c4125ad2f346754f3d23db2050d12d,04b18c9cf3620266252f97b0a937bea467e037e729880273072f51cabc344c25,"Melissa Horn","Nåt annat än det här",11
21f56ce3b30bd6c9c7adaea825ad59c9f396fbf45455b50c93def4b8baadbb98,0511afc3d28943c48c5edc1077e4da3731cbbdf97f4ddce2ecdcb93583443e01,"Was (not Was)","Walk the dinosaur",19
2ded6518ad48090e3ec9768721706afc97f0ae0c7448e3b79d115618117444e5,1641f3e029fb158a511e520a25e8a87bbb9cd89ab43e7a10074fb7ce92c0c7c2,"Ami Aspelund & Monica Aspelund","Rakels sång",2
230dc0284e5e0f98479a99a6aa660a7bd394039a36087bf4bdc48d9f41268e52,8fa1c55e4f4136ecf0820c517c67b61727a9b4740e1858ac09b87b7dd9aff31a,Folkrörelsen,"På akterdäck",4
2e10587fac7bc1743be68b556e382304eb88d5c99e4fd7b694b202660885f2b9,464820684e171b3f0e0e995b03d798627a629be3cdb00232174d8e308409c404,"Little Eva","The Loco-motion",3
83ad0fc42af8cd083fb171b7ba9674ccdf42d62a124c5fcd4ebac8a5d21b5726,4c385702ac5354a28cf8d4aff5e18fd5390b68d0e879d4e010cbe3aa19433e3d,"Spice Girls","Who do you think you are",23
daa26831cc5e770b95e4f1501e0bcc473734ab8e0055aba722c6d068ff188679,be15d9a4c60c81ea1ad7c7629e085345b40ecbb7cd1744dac81d4889956e7ca7,"Lustans Lakejer","Det verkade så viktigt då",11
14cd3f92a04d96286393fcc070a3ff260f00ae0aed8cfa2ba0d01a4164ad06d9,f680a868f4ee5f6298b1e0518ffc82d7ea026ad6c5a5b7e19e5397896af24b22,"Ed Sheeran",Drunk,12
5b8ae3a11dc51706c5405f6b62c0183e4e8dbe93dacc3efa52cb77c6e81ebe22,738d2e6d0ccf0ec35c9774aa5b578ecb06399c94485bb9e9842a1240baaf84e8,"The Killers","Read my mind",13
161079de834e28f7a07edef176176b77bc659a59442a44d583dc65d3506f1aa1,76dabe8e355dd051fcc48c79501f61458c9204319bfcb2919bb902308d981b9b,"Bo Kaspers Orkester",Paradiset,7
064ad7a42ac9816bd85df93e23b85d6369939b0418c8e18c163d1685705a61f2,e81090dbc996f3b2bc64efb2ce768c7eb30e96d9d9f801a0c381abfb92ae3455,"Eva Dahlgren","Strö lite socker på mig",14
155b9a54e95437f91238eef0feaa3ac437f9015f4a6b295649906223cf976e8d,23485fb39a32d9c6881d691b527fdbcb8d4879c6069186e0e8a8e0d2cf5b72fd,"Amy Winehouse",Rehab,25
fb377062888b64aa2830c276922a8c863a6c5fc351328a349ec47a261e3394f1,915c8de7f4a097beac2e5b431f371ff2135879306f5c150b1fca0d8849be5c34,"Mike & The Mechanics","A beggar on a beach of gold",5
